size,cycles,type,dpu
16777216,390182800,enc,59
16777216,390187088,dec,59
16777216,390185888,enc,60
16777216,390184000,dec,60
16777216,390188096,enc,61
16777216,390185184,dec,61
16777216,390183264,enc,62
16777216,390180032,dec,62
16777216,390185856,enc,63
16777216,390181824,dec,63
