type,size,threads,time (rdtsc),clocks per sec,transfer rate (MB/s)
gather,2048,6,162934,2095197276,1607.40
transfer,2048,6,92296,2095197276,2837.61
gather,2048,6,172240,2095197276,1520.55
broadcast,2048,6,157602,2095197276,1661.78
gather,2048,6,164966,2095197276,1587.60
transfer,2048,6,92236,2095197276,2839.45
gather,2048,6,165370,2095197276,1583.72
broadcast,2048,6,158188,2095197276,1655.62
gather,2048,6,165132,2095197276,1586.00
transfer,2048,6,93074,2095197276,2813.89
gather,2048,6,164382,2095197276,1593.24
broadcast,4096,6,211462,2095197276,2477.04
gather,4096,6,297398,2095197276,1761.27
transfer,4096,6,148566,2095197276,3525.70
gather,4096,6,343408,2095197276,1525.30
broadcast,4096,6,213856,2095197276,2449.31
gather,4096,6,291406,2095197276,1797.49
transfer,4096,6,149682,2095197276,3499.41
gather,4096,6,303438,2095197276,1726.22
broadcast,4096,6,215120,2095197276,2434.92
gather,4096,6,292386,2095197276,1791.47
transfer,4096,6,168520,2095197276,3108.23
gather,4096,6,296424,2095197276,1767.06
broadcast,4096,6,216330,2095197276,2421.30
gather,4096,6,291764,2095197276,1795.28
transfer,4096,6,146380,2095197276,3578.35
gather,4096,6,301120,2095197276,1739.50
broadcast,4096,6,213904,2095197276,2448.76
gather,4096,6,292314,2095197276,1791.91
transfer,4096,6,146386,2095197276,3578.21
gather,4096,6,299312,2095197276,1750.01
broadcast,8192,6,325500,2095197276,3218.43
gather,8192,6,557614,2095197276,1878.72
transfer,8192,6,258886,2095197276,4046.56
gather,8192,6,566608,2095197276,1848.89
broadcast,8192,6,329440,2095197276,3179.94
gather,8192,6,562098,2095197276,1863.73
transfer,8192,6,259468,2095197276,4037.49
gather,8192,6,564766,2095197276,1854.93
broadcast,8192,6,320344,2095197276,3270.23
gather,8192,6,567660,2095197276,1845.47
transfer,8192,6,258178,2095197276,4057.66
gather,8192,6,569608,2095197276,1839.16
broadcast,8192,6,320582,2095197276,3267.80
gather,8192,6,560694,2095197276,1868.40
transfer,8192,6,258916,2095197276,4046.09
gather,8192,6,683902,2095197276,1531.80
broadcast,8192,6,322848,2095197276,3244.87
gather,8192,6,561896,2095197276,1864.40
transfer,8192,6,256976,2095197276,4076.64
gather,8192,6,647726,2095197276,1617.35
broadcast,16384,6,553862,2095197276,3782.89
gather,16384,6,1155748,2095197276,1812.85
transfer,16384,6,480260,2095197276,4362.63
gather,16384,6,1322300,2095197276,1584.51
broadcast,16384,6,552188,2095197276,3794.35
gather,16384,6,1251548,2095197276,1674.08
transfer,16384,6,515200,2095197276,4066.76
gather,16384,6,1242832,2095197276,1685.83
broadcast,16384,6,549266,2095197276,3814.54
gather,16384,6,1444752,2095197276,1450.21
transfer,16384,6,482308,2095197276,4344.11
gather,16384,6,1358530,2095197276,1542.25
broadcast,16384,6,548110,2095197276,3822.59
gather,16384,6,1458394,2095197276,1436.65
transfer,16384,6,484284,2095197276,4326.38
gather,16384,6,1077794,2095197276,1943.97
broadcast,16384,6,553090,2095197276,3788.17
gather,16384,6,1303016,2095197276,1607.96
transfer,16384,6,487026,2095197276,4302.02
gather,16384,6,1077060,2095197276,1945.29
broadcast,32768,6,977186,2095197276,4288.23
gather,32768,6,2279330,2095197276,1838.43
transfer,32768,6,935342,2095197276,4480.07
gather,32768,6,2363782,2095197276,1772.75
broadcast,32768,6,998354,2095197276,4197.30
gather,32768,6,2488068,2095197276,1684.20
transfer,32768,6,937592,2095197276,4469.32
gather,32768,6,2162290,2095197276,1937.94
broadcast,32768,6,1006712,2095197276,4162.46
gather,32768,6,2090232,2095197276,2004.75
transfer,32768,6,928294,2095197276,4514.08
gather,32768,6,2507088,2095197276,1671.42
broadcast,32768,6,990454,2095197276,4230.78
gather,32768,6,2234884,2095197276,1874.99
transfer,32768,6,931990,2095197276,4496.18
gather,32768,6,2545662,2095197276,1646.09
broadcast,32768,6,998652,2095197276,4196.05
gather,32768,6,2349410,2095197276,1783.59
transfer,32768,6,927558,2095197276,4517.66
gather,32768,6,2181878,2095197276,1920.54
broadcast,65536,6,1888924,2095197276,4436.81
gather,65536,6,4456574,2095197276,1880.55
transfer,65536,6,1879522,2095197276,4459.00
gather,65536,6,4688770,2095197276,1787.42
broadcast,65536,6,1894734,2095197276,4423.20
gather,65536,6,4555000,2095197276,1839.91
transfer,65536,6,1867008,2095197276,4488.89
gather,65536,6,4311818,2095197276,1943.68
broadcast,65536,6,1895512,2095197276,4421.39
gather,65536,6,5213336,2095197276,1607.57
transfer,65536,6,1876228,2095197276,4466.83
gather,65536,6,4806360,2095197276,1743.69
broadcast,65536,6,1901122,2095197276,4408.34
gather,65536,6,4208890,2095197276,1991.21
transfer,65536,6,1864750,2095197276,4494.32
gather,65536,6,4356718,2095197276,1923.65
broadcast,65536,6,1882516,2095197276,4451.91
gather,65536,6,4130170,2095197276,2029.16
transfer,65536,6,1893146,2095197276,4426.91
gather,65536,6,4379108,2095197276,1913.81
broadcast,131072,6,3685176,2095197276,4548.38
gather,131072,6,8681842,2095197276,1930.65
transfer,131072,6,3706652,2095197276,4522.03
gather,131072,6,8095728,2095197276,2070.42
broadcast,131072,6,3693926,2095197276,4537.61
gather,131072,6,8917500,2095197276,1879.63
transfer,131072,6,3701798,2095197276,4527.96
gather,131072,6,8369242,2095197276,2002.76
broadcast,131072,6,3674858,2095197276,4561.15
gather,131072,6,8629082,2095197276,1942.45
transfer,131072,6,3730522,2095197276,4493.09
gather,131072,6,8436644,2095197276,1986.76
broadcast,131072,6,3672260,2095197276,4564.38
gather,131072,6,8317328,2095197276,2015.26
transfer,131072,6,3689666,2095197276,4542.84
gather,131072,6,9448704,2095197276,1773.96
broadcast,131072,6,3675952,2095197276,4559.79
gather,131072,6,8221438,2095197276,2038.76
transfer,131072,6,3686630,2095197276,4546.59
gather,131072,6,8653718,2095197276,1936.92
broadcast,262144,6,7227442,2095197276,4638.32
gather,262144,6,18342072,2095197276,1827.66
transfer,262144,6,7676644,2095197276,4366.90
gather,262144,6,15906406,2095197276,2107.53
broadcast,262144,6,7289948,2095197276,4598.55
gather,262144,6,18800776,2095197276,1783.07
transfer,262144,6,7406204,2095197276,4526.36
gather,262144,6,15515786,2095197276,2160.58
broadcast,262144,6,7331508,2095197276,4572.48
gather,262144,6,17233534,2095197276,1945.23
transfer,262144,6,7611114,2095197276,4404.50
gather,262144,6,15354132,2095197276,2183.33
broadcast,262144,6,6422130,2095197276,5219.94
gather,262144,6,17415480,2095197276,1924.91
transfer,262144,6,7749984,2095197276,4325.58
gather,262144,6,14808548,2095197276,2263.77
broadcast,262144,6,6451964,2095197276,5195.81
gather,262144,6,17897402,2095197276,1873.07
transfer,262144,6,7981290,2095197276,4200.22
gather,262144,6,15762174,2095197276,2126.81
broadcast,524288,6,14471976,2095197276,4632.84
gather,524288,6,38721266,2095197276,1731.51
transfer,524288,6,15392846,2095197276,4355.68
gather,524288,6,30811814,2095197276,2175.99
broadcast,524288,6,14501624,2095197276,4623.37
gather,524288,6,36940238,2095197276,1814.99
transfer,524288,6,16935174,2095197276,3959.00
gather,524288,6,30028304,2095197276,2232.77
broadcast,524288,6,14291914,2095197276,4691.21
gather,524288,6,36431840,2095197276,1840.32
transfer,524288,6,14902180,2095197276,4499.09
gather,524288,6,28354750,2095197276,2364.55
broadcast,524288,6,14379048,2095197276,4662.78
gather,524288,6,38014528,2095197276,1763.70
transfer,524288,6,15077502,2095197276,4446.78
gather,524288,6,32819814,2095197276,2042.86
broadcast,524288,6,14435122,2095197276,4644.67
gather,524288,6,38839962,2095197276,1726.22
transfer,524288,6,18588532,2095197276,3606.86
gather,524288,6,32047432,2095197276,2092.10
broadcast,1048576,6,27692622,2095197276,4842.18
gather,1048576,6,70523178,2095197276,1901.40
transfer,1048576,6,32836082,2095197276,4083.70
gather,1048576,6,59871022,2095197276,2239.69
broadcast,1048576,6,26317800,2095197276,5095.13
gather,1048576,6,69412026,2095197276,1931.84
transfer,1048576,6,34283434,2095197276,3911.30
gather,1048576,6,59712170,2095197276,2245.65
broadcast,1048576,6,28001980,2095197276,4788.68
gather,1048576,6,68646924,2095197276,1953.37
transfer,1048576,6,31750522,2095197276,4223.32
gather,1048576,6,59085768,2095197276,2269.46
broadcast,1048576,6,27741846,2095197276,4833.59
gather,1048576,6,69840042,2095197276,1920.00
transfer,1048576,6,33119254,2095197276,4048.78
gather,1048576,6,59188540,2095197276,2265.52
broadcast,1048576,6,26528764,2095197276,5054.61
gather,1048576,6,70362524,2095197276,1905.74
transfer,1048576,6,34225662,2095197276,3917.90
gather,1048576,6,59553438,2095197276,2251.64
broadcast,2097152,6,47762810,2095197276,5614.94
gather,2097152,6,130055622,2095197276,2062.08
transfer,2097152,6,75055288,2095197276,3573.17
gather,2097152,6,119956198,2095197276,2235.69
broadcast,2097152,6,49951210,2095197276,5368.94
gather,2097152,6,130605302,2095197276,2053.40
transfer,2097152,6,79059674,2095197276,3392.19
gather,2097152,6,119792280,2095197276,2238.75
broadcast,2097152,6,46818828,2095197276,5728.15
gather,2097152,6,131257228,2095197276,2043.20
transfer,2097152,6,72456718,2095197276,3701.32
gather,2097152,6,120272982,2095197276,2229.80
broadcast,2097152,6,46956788,2095197276,5711.32
gather,2097152,6,132257128,2095197276,2027.76
transfer,2097152,6,76427298,2095197276,3509.02
gather,2097152,6,120642368,2095197276,2222.98
broadcast,2097152,6,44190728,2095197276,6068.81
gather,2097152,6,129524766,2095197276,2070.53
transfer,2097152,6,77518500,2095197276,3459.63
gather,2097152,6,119446232,2095197276,2245.24
broadcast,4194304,6,68311962,2095197276,7851.78
gather,4194304,6,252930600,2095197276,2120.62
transfer,4194304,6,140098062,2095197276,3828.54
gather,4194304,6,240139628,2095197276,2233.58
broadcast,4194304,6,69666884,2095197276,7699.07
gather,4194304,6,251314822,2095197276,2134.26
transfer,4194304,6,142714282,2095197276,3758.35
gather,4194304,6,239305954,2095197276,2241.36
broadcast,4194304,6,73097872,2095197276,7337.70
gather,4194304,6,252984342,2095197276,2120.17
transfer,4194304,6,139567608,2095197276,3843.09
gather,4194304,6,240689216,2095197276,2228.48
broadcast,4194304,6,71986758,2095197276,7450.96
gather,4194304,6,252478490,2095197276,2124.42
transfer,4194304,6,140749718,2095197276,3810.81
gather,4194304,6,239417028,2095197276,2240.32
broadcast,4194304,6,69069900,2095197276,7765.62
gather,4194304,6,252995408,2095197276,2120.08
transfer,4194304,6,140173026,2095197276,3826.49
gather,4194304,6,240636574,2095197276,2228.97
broadcast,8388608,6,110733768,2095197276,9687.57
gather,8388608,6,493740980,2095197276,2172.68
transfer,8388608,6,267130704,2095197276,4015.79
gather,8388608,6,476169226,2095197276,2252.86
broadcast,8388608,6,115042148,2095197276,9324.77
gather,8388608,6,494128798,2095197276,2170.97
transfer,8388608,6,269572328,2095197276,3979.42
gather,8388608,6,476333988,2095197276,2252.08
broadcast,8388608,6,114023474,2095197276,9408.07
gather,8388608,6,491470652,2095197276,2182.72
transfer,8388608,6,269207590,2095197276,3984.81
gather,8388608,6,475198718,2095197276,2257.46
broadcast,8388608,6,109992758,2095197276,9752.83
gather,8388608,6,491752478,2095197276,2181.47
transfer,8388608,6,269532092,2095197276,3980.01
gather,8388608,6,476271566,2095197276,2252.37
broadcast,8388608,6,117978404,2095197276,9092.69
gather,8388608,6,491307826,2095197276,2183.44
transfer,8388608,6,269291438,2095197276,3983.57
gather,8388608,6,474389650,2095197276,2261.31
broadcast,16777216,6,206269900,2095197276,10401.33
gather,16777216,6,964617074,2095197276,2224.18
transfer,16777216,6,513940320,2095197276,4174.57
gather,16777216,6,1022595438,2095197276,2098.08
broadcast,16777216,6,209375638,2095197276,10247.05
gather,16777216,6,954463796,2095197276,2247.84
transfer,16777216,6,513267256,2095197276,4180.05
gather,16777216,6,954326956,2095197276,2248.16
broadcast,16777216,6,211646644,2095197276,10137.09
gather,16777216,6,964165328,2095197276,2225.22
transfer,16777216,6,513892312,2095197276,4174.96
gather,16777216,6,958037732,2095197276,2239.45
broadcast,16777216,6,211619184,2095197276,10138.41
gather,16777216,6,957114328,2095197276,2241.62
transfer,16777216,6,510189378,2095197276,4205.27
gather,16777216,6,946166364,2095197276,2267.55
broadcast,16777216,6,207588330,2095197276,10335.27
gather,16777216,6,964547106,2095197276,2224.34
transfer,16777216,6,514179192,2095197276,4172.63
gather,16777216,6,943368232,2095197276,2274.28
broadcast,33554432,6,523933800,2095197276,8189.90
gather,33554432,6,1857707538,2095197276,2309.82
transfer,33554432,6,988890742,2095197276,4339.17
gather,33554432,6,1976500436,2095197276,2170.99
broadcast,33554432,6,529242942,2095197276,8107.74
gather,33554432,6,1893612650,2095197276,2266.02
transfer,33554432,6,984035682,2095197276,4360.58
gather,33554432,6,1827918902,2095197276,2347.46
broadcast,33554432,6,524986464,2095197276,8173.48
gather,33554432,6,1859631050,2095197276,2307.43
transfer,33554432,6,988566436,2095197276,4340.59
gather,33554432,6,1829016020,2095197276,2346.05
broadcast,33554432,6,521152524,2095197276,8233.60
gather,33554432,6,1871823038,2095197276,2292.40
transfer,33554432,6,984992812,2095197276,4356.34
gather,33554432,6,1822631206,2095197276,2354.27
broadcast,33554432,6,525732276,2095197276,8161.88
gather,33554432,6,1860300960,2095197276,2306.60
transfer,33554432,6,989366948,2095197276,4337.08
gather,33554432,6,1828166852,2095197276,2347.14
broadcast,64,7,225774,2095197276,36.25
gather,64,7,64330,2095197276,127.22
transfer,64,7,45764,2095197276,178.84
gather,64,7,61678,2095197276,132.70
broadcast,64,7,106508,2095197276,76.84
gather,64,7,65024,2095197276,125.87
transfer,64,7,49018,2095197276,166.97
gather,64,7,60600,2095197276,135.06
broadcast,64,7,97944,2095197276,83.56
gather,64,7,59098,2095197276,138.49
transfer,64,7,45112,2095197276,181.42
gather,64,7,59260,2095197276,138.11
broadcast,64,7,92912,2095197276,88.09
gather,64,7,53722,2095197276,152.35
transfer,64,7,42816,2095197276,191.15
gather,64,7,60770,2095197276,134.68
broadcast,64,7,89846,2095197276,91.09
gather,64,7,53456,2095197276,153.10
transfer,64,7,49130,2095197276,166.59
gather,64,7,61056,2095197276,134.05
broadcast,128,7,105222,2095197276,155.56
gather,128,7,70440,2095197276,232.38
transfer,128,7,48592,2095197276,336.86
gather,128,7,75260,2095197276,217.50
broadcast,128,7,96846,2095197276,169.02
gather,128,7,69672,2095197276,234.94
transfer,128,7,49280,2095197276,332.16
gather,128,7,81058,2095197276,201.94
broadcast,128,7,105870,2095197276,154.61
gather,128,7,69124,2095197276,236.80
transfer,128,7,48886,2095197276,334.83
gather,128,7,77880,2095197276,210.18
broadcast,128,7,102950,2095197276,159.00
gather,128,7,72640,2095197276,225.34
transfer,128,7,48212,2095197276,339.52
gather,128,7,76538,2095197276,213.86
broadcast,128,7,104884,2095197276,156.07
gather,128,7,68978,2095197276,237.30
transfer,128,7,52028,2095197276,314.61
gather,128,7,74716,2095197276,219.08
broadcast,256,7,125218,2095197276,261.44
gather,256,7,97088,2095197276,337.19
transfer,256,7,63230,2095197276,517.75
gather,256,7,105344,2095197276,310.77
broadcast,256,7,120758,2095197276,271.10
gather,256,7,100628,2095197276,325.33
transfer,256,7,62414,2095197276,524.52
gather,256,7,107490,2095197276,304.56
broadcast,256,7,124654,2095197276,262.63
gather,256,7,101002,2095197276,324.13
transfer,256,7,61686,2095197276,530.71
gather,256,7,108658,2095197276,301.29
broadcast,256,7,124568,2095197276,262.81
gather,256,7,96270,2095197276,340.06
transfer,256,7,62162,2095197276,526.65
gather,256,7,106160,2095197276,308.38
broadcast,256,7,126814,2095197276,258.15
gather,256,7,97042,2095197276,337.35
transfer,256,7,62246,2095197276,525.94
gather,256,7,107326,2095197276,305.03
broadcast,512,7,153770,2095197276,425.80
gather,512,7,162586,2095197276,402.71
transfer,512,7,90696,2095197276,721.92
gather,512,7,170586,2095197276,383.82
broadcast,512,7,151836,2095197276,431.22
gather,512,7,160868,2095197276,407.01
transfer,512,7,90104,2095197276,726.66
gather,512,7,169938,2095197276,385.29
broadcast,512,7,156426,2095197276,418.57
gather,512,7,160276,2095197276,408.51
transfer,512,7,90358,2095197276,724.62
gather,512,7,166430,2095197276,393.41
broadcast,512,7,152632,2095197276,428.97
gather,512,7,162418,2095197276,403.13
transfer,512,7,90036,2095197276,727.21
gather,512,7,167574,2095197276,390.72
broadcast,512,7,156040,2095197276,419.60
gather,512,7,161874,2095197276,404.48
transfer,512,7,90838,2095197276,720.79
gather,512,7,170132,2095197276,384.85
broadcast,1024,7,153286,2095197276,854.28
gather,1024,7,163318,2095197276,801.81
transfer,1024,7,92806,2095197276,1411.01
gather,1024,7,160612,2095197276,815.32
broadcast,1024,7,160888,2095197276,813.92
gather,1024,7,162414,2095197276,806.27
transfer,1024,7,88652,2095197276,1477.12
gather,1024,7,162362,2095197276,806.53
broadcast,1024,7,160680,2095197276,814.97
gather,1024,7,162290,2095197276,806.89
transfer,1024,7,91050,2095197276,1438.22
gather,1024,7,164440,2095197276,796.34
broadcast,1024,7,155238,2095197276,843.54
gather,1024,7,161208,2095197276,812.30
transfer,1024,7,89306,2095197276,1466.30
gather,1024,7,162788,2095197276,804.42
broadcast,1024,7,153742,2095197276,851.75
gather,1024,7,159716,2095197276,819.89
transfer,1024,7,91988,2095197276,1423.55
gather,1024,7,161098,2095197276,812.86
broadcast,2048,7,160186,2095197276,1634.97
gather,2048,7,162984,2095197276,1606.90
transfer,2048,7,93826,2095197276,2791.33
gather,2048,7,181880,2095197276,1439.96
broadcast,2048,7,167722,2095197276,1561.51
gather,2048,7,163700,2095197276,1599.88
transfer,2048,7,92212,2095197276,2840.19
gather,2048,7,183438,2095197276,1427.73
broadcast,2048,7,155198,2095197276,1687.52
gather,2048,7,163876,2095197276,1598.16
transfer,2048,7,91584,2095197276,2859.67
gather,2048,7,170244,2095197276,1538.38
broadcast,2048,7,158064,2095197276,1656.92
gather,2048,7,166320,2095197276,1574.67
transfer,2048,7,94486,2095197276,2771.84
gather,2048,7,172878,2095197276,1514.94
broadcast,2048,7,157318,2095197276,1664.78
gather,2048,7,162422,2095197276,1612.46
transfer,2048,7,91974,2095197276,2847.54
gather,2048,7,172716,2095197276,1516.36
broadcast,4096,7,214380,2095197276,2443.32
gather,4096,7,340016,2095197276,1540.51
transfer,4096,7,149650,2095197276,3500.16
gather,4096,7,320430,2095197276,1634.68
broadcast,4096,7,215474,2095197276,2430.92
gather,4096,7,304432,2095197276,1720.58
transfer,4096,7,147046,2095197276,3562.15
gather,4096,7,291022,2095197276,1799.86
broadcast,4096,7,211682,2095197276,2474.46
gather,4096,7,295296,2095197276,1773.81
transfer,4096,7,161732,2095197276,3238.69
gather,4096,7,298440,2095197276,1755.12
broadcast,4096,7,212182,2095197276,2468.63
gather,4096,7,311008,2095197276,1684.20
transfer,4096,7,146812,2095197276,3567.82
gather,4096,7,300420,2095197276,1743.56
broadcast,4096,7,218888,2095197276,2393.00
gather,4096,7,305118,2095197276,1716.71
transfer,4096,7,147328,2095197276,3555.33
gather,4096,7,306910,2095197276,1706.69
broadcast,8192,7,308852,2095197276,3391.91
gather,8192,7,557904,2095197276,1877.74
transfer,8192,7,263440,2095197276,3976.61
gather,8192,7,568048,2095197276,1844.21
broadcast,8192,7,323260,2095197276,3240.73
gather,8192,7,620520,2095197276,1688.26
transfer,8192,7,261174,2095197276,4011.11
gather,8192,7,623040,2095197276,1681.43
broadcast,8192,7,331814,2095197276,3157.19
gather,8192,7,558176,2095197276,1876.82
transfer,8192,7,256918,2095197276,4077.56
gather,8192,7,1208562,2095197276,866.81
broadcast,8192,7,324306,2095197276,3230.28
gather,8192,7,563114,2095197276,1860.37
transfer,8192,7,265158,2095197276,3950.85
gather,8192,7,608278,2095197276,1722.24
broadcast,8192,7,326252,2095197276,3211.01
gather,8192,7,557204,2095197276,1880.10
transfer,8192,7,258934,2095197276,4045.81
gather,8192,7,681106,2095197276,1538.08
broadcast,16384,7,540464,2095197276,3876.66
gather,16384,7,2717264,2095197276,771.07
transfer,16384,7,511322,2095197276,4097.61
gather,16384,7,1259576,2095197276,1663.41
broadcast,16384,7,537466,2095197276,3898.29
gather,16384,7,1254234,2095197276,1670.50
transfer,16384,7,494456,2095197276,4237.38
gather,16384,7,1155240,2095197276,1813.65
broadcast,16384,7,546310,2095197276,3835.18
gather,16384,7,1082680,2095197276,1935.20
transfer,16384,7,497848,2095197276,4208.51
gather,16384,7,1190742,2095197276,1759.57
broadcast,16384,7,546766,2095197276,3831.98
gather,16384,7,1287830,2095197276,1626.92
transfer,16384,7,487740,2095197276,4295.73
gather,16384,7,1146514,2095197276,1827.45
broadcast,16384,7,554056,2095197276,3781.56
gather,16384,7,1162286,2095197276,1802.65
transfer,16384,7,482978,2095197276,4338.08
gather,16384,7,1064658,2095197276,1967.95
broadcast,32768,7,992740,2095197276,4221.04
gather,32768,7,2536572,2095197276,1651.99
transfer,32768,7,932670,2095197276,4492.90
gather,32768,7,2075788,2095197276,2018.70
broadcast,32768,7,1006138,2095197276,4164.83
gather,32768,7,2422786,2095197276,1729.58
transfer,32768,7,932840,2095197276,4492.08
gather,32768,7,2163782,2095197276,1936.61
broadcast,32768,7,1026018,2095197276,4084.13
gather,32768,7,2645818,2095197276,1583.78
transfer,32768,7,968428,2095197276,4327.01
gather,32768,7,2922626,2095197276,1433.78
broadcast,32768,7,988822,2095197276,4237.76
gather,32768,7,2280812,2095197276,1837.24
transfer,32768,7,933246,2095197276,4490.13
gather,32768,7,2583478,2095197276,1622.00
broadcast,32768,7,994448,2095197276,4213.79
gather,32768,7,2615766,2095197276,1601.98
transfer,32768,7,953542,2095197276,4394.56
gather,32768,7,2471750,2095197276,1695.31
broadcast,65536,7,1920744,2095197276,4363.30
gather,65536,7,4345714,2095197276,1928.52
transfer,65536,7,1866590,2095197276,4489.89
gather,65536,7,4398146,2095197276,1905.53
broadcast,65536,7,1901638,2095197276,4407.14
gather,65536,7,4739140,2095197276,1768.42
transfer,65536,7,1877270,2095197276,4464.35
gather,65536,7,4279328,2095197276,1958.44
broadcast,65536,7,1923188,2095197276,4357.76
gather,65536,7,4778326,2095197276,1753.92
transfer,65536,7,1872682,2095197276,4475.29
gather,65536,7,4331790,2095197276,1934.72
broadcast,65536,7,1920982,2095197276,4362.76
gather,65536,7,4239640,2095197276,1976.77
transfer,65536,7,1861036,2095197276,4503.29
gather,65536,7,4465528,2095197276,1876.77
broadcast,65536,7,1934850,2095197276,4331.49
gather,65536,7,4622760,2095197276,1812.94
transfer,65536,7,1860560,2095197276,4504.44
gather,65536,7,4536294,2095197276,1847.50
broadcast,131072,7,3709128,2095197276,4519.01
gather,131072,7,8819054,2095197276,1900.61
transfer,131072,7,3706590,2095197276,4522.10
gather,131072,7,8240398,2095197276,2034.07
broadcast,131072,7,3699938,2095197276,4530.23
gather,131072,7,8793850,2095197276,1906.06
transfer,131072,7,3680122,2095197276,4554.63
gather,131072,7,8796630,2095197276,1905.45
broadcast,131072,7,3694042,2095197276,4537.46
gather,131072,7,8501714,2095197276,1971.55
transfer,131072,7,3711792,2095197276,4515.76
gather,131072,7,8521660,2095197276,1966.94
broadcast,131072,7,3683414,2095197276,4550.56
gather,131072,7,9063746,2095197276,1849.30
transfer,131072,7,3730488,2095197276,4493.13
gather,131072,7,8787482,2095197276,1907.44
broadcast,131072,7,3694664,2095197276,4536.70
gather,131072,7,9020054,2095197276,1858.26
transfer,131072,7,3722764,2095197276,4502.46
gather,131072,7,8703090,2095197276,1925.93
broadcast,262144,7,7290066,2095197276,4598.47
gather,262144,7,18251246,2095197276,1836.76
transfer,262144,7,7443806,2095197276,4503.50
gather,262144,7,16256242,2095197276,2062.17
broadcast,262144,7,7220742,2095197276,4642.62
gather,262144,7,18541430,2095197276,1808.01
transfer,262144,7,7275846,2095197276,4607.46
gather,262144,7,16488162,2095197276,2033.17
broadcast,262144,7,5832922,2095197276,5747.23
gather,262144,7,17890954,2095197276,1873.75
transfer,262144,7,7430414,2095197276,4511.61
gather,262144,7,16214316,2095197276,2067.50
broadcast,262144,7,7303724,2095197276,4589.87
gather,262144,7,17622444,2095197276,1902.30
transfer,262144,7,8055294,2095197276,4161.63
gather,262144,7,16141244,2095197276,2076.86
broadcast,262144,7,7294332,2095197276,4595.78
gather,262144,7,17674194,2095197276,1896.73
transfer,262144,7,8029854,2095197276,4174.82
gather,262144,7,16129716,2095197276,2078.35
broadcast,524288,7,14383224,2095197276,4661.42
gather,524288,7,35650960,2095197276,1880.63
transfer,524288,7,15629044,2095197276,4289.85
gather,524288,7,27308616,2095197276,2455.13
broadcast,524288,7,14387382,2095197276,4660.08
gather,524288,7,38742422,2095197276,1730.57
transfer,524288,7,17010126,2095197276,3941.55
gather,524288,7,30804040,2095197276,2176.54
broadcast,524288,7,14381304,2095197276,4662.05
gather,524288,7,38491856,2095197276,1741.83
transfer,524288,7,17484044,2095197276,3834.71
gather,524288,7,29641400,2095197276,2261.91
broadcast,524288,7,14315522,2095197276,4683.47
gather,524288,7,37955344,2095197276,1766.45
transfer,524288,7,14689826,2095197276,4564.13
gather,524288,7,29566846,2095197276,2267.62
broadcast,524288,7,14434388,2095197276,4644.90
gather,524288,7,38390900,2095197276,1746.41
transfer,524288,7,16777774,2095197276,3996.14
gather,524288,7,29526686,2095197276,2270.70
broadcast,1048576,7,28780430,2095197276,4659.16
gather,1048576,7,69517670,2095197276,1928.90
transfer,1048576,7,31532914,2095197276,4252.47
gather,1048576,7,58889516,2095197276,2277.02
broadcast,1048576,7,26432392,2095197276,5073.04
gather,1048576,7,68936494,2095197276,1945.16
transfer,1048576,7,31768376,2095197276,4220.95
gather,1048576,7,59331394,2095197276,2260.06
broadcast,1048576,7,28857778,2095197276,4646.67
gather,1048576,7,70346748,2095197276,1906.17
transfer,1048576,7,34637928,2095197276,3871.27
gather,1048576,7,59980942,2095197276,2235.59
broadcast,1048576,7,26515506,2095197276,5057.14
gather,1048576,7,69056828,2095197276,1941.77
transfer,1048576,7,31934340,2095197276,4199.01
gather,1048576,7,60232364,2095197276,2226.26
broadcast,1048576,7,26390902,2095197276,5081.02
gather,1048576,7,69561588,2095197276,1927.68
transfer,1048576,7,31798590,2095197276,4216.94
gather,1048576,7,59234180,2095197276,2263.77
broadcast,2097152,7,43542608,2095197276,6159.15
gather,2097152,7,131146540,2095197276,2044.93
transfer,2097152,7,73447402,2095197276,3651.39
gather,2097152,7,120266086,2095197276,2229.93
broadcast,2097152,7,46187866,2095197276,5806.40
gather,2097152,7,131299540,2095197276,2042.55
transfer,2097152,7,77212936,2095197276,3473.32
gather,2097152,7,120070560,2095197276,2233.56
broadcast,2097152,7,44459084,2095197276,6032.18
gather,2097152,7,128500956,2095197276,2087.03
transfer,2097152,7,77184964,2095197276,3474.58
gather,2097152,7,120325008,2095197276,2228.84
broadcast,2097152,7,46298876,2095197276,5792.48
gather,2097152,7,129503510,2095197276,2070.87
transfer,2097152,7,79141392,2095197276,3388.69
gather,2097152,7,119216706,2095197276,2249.56
broadcast,2097152,7,47341782,2095197276,5664.87
gather,2097152,7,130130398,2095197276,2060.90
transfer,2097152,7,76360516,2095197276,3512.09
gather,2097152,7,120133324,2095197276,2232.40
broadcast,4194304,7,70557362,2095197276,7601.91
gather,4194304,7,253054650,2095197276,2119.58
transfer,4194304,7,142266432,2095197276,3770.18
gather,4194304,7,240066556,2095197276,2234.26
broadcast,4194304,7,68978486,2095197276,7775.91
gather,4194304,7,251500838,2095197276,2132.68
transfer,4194304,7,143599106,2095197276,3735.19
gather,4194304,7,239624444,2095197276,2238.38
broadcast,4194304,7,75112082,2095197276,7140.94
gather,4194304,7,253464672,2095197276,2116.15
transfer,4194304,7,139731550,2095197276,3838.58
gather,4194304,7,242137266,2095197276,2215.15
broadcast,4194304,7,76056182,2095197276,7052.29
